config_id,direction,family,contrast,effect
426:query_sentence:head:595:KV,noise,82,KV_minus_K_minus_V,-0.00653076171875
426:query_sentence:head:595:KV,noise,96,KV_minus_K_minus_V,-0.015558242797851562
426:query_sentence:head:595:KV,noise,98,KV_minus_K_minus_V,-0.020751953125
426:query_sentence:head:595:KV,noise,102,KV_minus_K_minus_V,-0.01035308837890625
426:query_sentence:head:595:KV,noise,116,KV_minus_K_minus_V,-0.01763916015625
426:query_sentence:head:595:KV,noise,130,KV_minus_K_minus_V,0.0042877197265625
426:query_sentence:head:595:KV,noise,150,KV_minus_K_minus_V,-0.009735107421875
426:query_sentence:head:595:KV,noise,154,KV_minus_K_minus_V,-0.02093505859375
426:query_sentence:head:595:KV,noise,162,KV_minus_K_minus_V,-0.016357421875
426:query_sentence:head:595:KV,noise,176,KV_minus_K_minus_V,-0.00048828125
426:query_sentence:head:595:KV,noise,178,KV_minus_K_minus_V,-0.038059234619140625
426:query_sentence:head:595:KV,noise,186,KV_minus_K_minus_V,-0.01800537109375
426:query_sentence:head:595:KV,noise,192,KV_minus_K_minus_V,-0.01348876953125
426:query_sentence:head:595:KV,noise,196,KV_minus_K_minus_V,-0.00732421875
474:query_sentence:head:513:KV,noise,0,KV_minus_K_minus_V,0.000244140625
474:query_sentence:head:513:KV,noise,16,KV_minus_K_minus_V,-0.00550079345703125
474:query_sentence:head:513:KV,noise,32,KV_minus_K_minus_V,-0.000762939453125
474:query_sentence:head:513:KV,noise,48,KV_minus_K_minus_V,-0.0063629150390625
474:query_sentence:head:513:KV,noise,56,KV_minus_K_minus_V,-0.0032958984375
474:query_sentence:head:513:KV,noise,64,KV_minus_K_minus_V,-0.01129150390625
474:query_sentence:head:513:KV,noise,82,KV_minus_K_minus_V,0.0084228515625
474:query_sentence:head:513:KV,noise,96,KV_minus_K_minus_V,0.0116119384765625
474:query_sentence:head:513:KV,noise,98,KV_minus_K_minus_V,-0.003753662109375
474:query_sentence:head:513:KV,noise,102,KV_minus_K_minus_V,-0.004390716552734375
474:query_sentence:head:513:KV,noise,116,KV_minus_K_minus_V,-0.0048828125
474:query_sentence:head:513:KV,noise,130,KV_minus_K_minus_V,0.0008697509765625
474:query_sentence:head:513:KV,noise,150,KV_minus_K_minus_V,-0.0070343017578125
474:query_sentence:head:513:KV,noise,154,KV_minus_K_minus_V,-0.0020751953125
474:query_sentence:head:513:KV,noise,162,KV_minus_K_minus_V,-0.00927734375
474:query_sentence:head:513:KV,noise,176,KV_minus_K_minus_V,0.0001220703125
474:query_sentence:head:513:KV,noise,178,KV_minus_K_minus_V,-0.017658233642578125
474:query_sentence:head:513:KV,noise,186,KV_minus_K_minus_V,-0.01251220703125
474:query_sentence:head:513:KV,noise,192,KV_minus_K_minus_V,0.00616455078125
474:query_sentence:head:513:KV,noise,196,KV_minus_K_minus_V,-0.00439453125
505:query_child_last:head:513:KV,noise,0,KV_minus_K_minus_V,0.015533447265625
505:query_child_last:head:513:KV,noise,16,KV_minus_K_minus_V,-0.021942138671875
505:query_child_last:head:513:KV,noise,32,KV_minus_K_minus_V,0.01059722900390625
505:query_child_last:head:513:KV,noise,48,KV_minus_K_minus_V,-0.0243988037109375
505:query_child_last:head:513:KV,noise,56,KV_minus_K_minus_V,-0.0040283203125
505:query_child_last:head:513:KV,noise,64,KV_minus_K_minus_V,-0.03546142578125
505:query_child_last:head:513:KV,noise,82,KV_minus_K_minus_V,0.00091552734375
505:query_child_last:head:513:KV,noise,96,KV_minus_K_minus_V,-0.01952362060546875
505:query_child_last:head:513:KV,noise,98,KV_minus_K_minus_V,-0.00946044921875
505:query_child_last:head:513:KV,noise,102,KV_minus_K_minus_V,-0.00229644775390625
505:query_child_last:head:513:KV,noise,116,KV_minus_K_minus_V,-0.038818359375
505:query_child_last:head:513:KV,noise,130,KV_minus_K_minus_V,3.0517578125e-05
505:query_child_last:head:513:KV,noise,150,KV_minus_K_minus_V,0.0016937255859375
505:query_child_last:head:513:KV,noise,154,KV_minus_K_minus_V,0.0394287109375
505:query_child_last:head:513:KV,noise,162,KV_minus_K_minus_V,-0.066162109375
505:query_child_last:head:513:KV,noise,176,KV_minus_K_minus_V,-0.0057373046875
505:query_child_last:head:513:KV,noise,178,KV_minus_K_minus_V,-0.014514923095703125
505:query_child_last:head:513:KV,noise,186,KV_minus_K_minus_V,-0.07318115234375
505:query_child_last:head:513:KV,noise,192,KV_minus_K_minus_V,0.027099609375
505:query_child_last:head:513:KV,noise,196,KV_minus_K_minus_V,-0.01171875
505:query_child_last:head:533:KV,noise,0,KV_minus_K_minus_V,-0.000762939453125
505:query_child_last:head:533:KV,noise,16,KV_minus_K_minus_V,0.0034332275390625
505:query_child_last:head:533:KV,noise,32,KV_minus_K_minus_V,0.002391815185546875
505:query_child_last:head:533:KV,noise,48,KV_minus_K_minus_V,0.00189971923828125
505:query_child_last:head:533:KV,noise,56,KV_minus_K_minus_V,-0.00341796875
505:query_child_last:head:533:KV,noise,64,KV_minus_K_minus_V,-0.006591796875
505:query_child_last:head:533:KV,noise,82,KV_minus_K_minus_V,-0.0040283203125
505:query_child_last:head:533:KV,noise,96,KV_minus_K_minus_V,0.00023651123046875
505:query_child_last:head:533:KV,noise,98,KV_minus_K_minus_V,-0.00018310546875
505:query_child_last:head:533:KV,noise,102,KV_minus_K_minus_V,-9.72747802734375e-05
505:query_child_last:head:533:KV,noise,116,KV_minus_K_minus_V,-0.0401611328125
505:query_child_last:head:533:KV,noise,130,KV_minus_K_minus_V,0.016326904296875
505:query_child_last:head:533:KV,noise,150,KV_minus_K_minus_V,0.0074615478515625
505:query_child_last:head:533:KV,noise,154,KV_minus_K_minus_V,0.05621337890625
505:query_child_last:head:533:KV,noise,162,KV_minus_K_minus_V,-0.0078125
505:query_child_last:head:533:KV,noise,176,KV_minus_K_minus_V,0.0003662109375
505:query_child_last:head:533:KV,noise,178,KV_minus_K_minus_V,0.009380340576171875
505:query_child_last:head:533:KV,noise,186,KV_minus_K_minus_V,0.00396728515625
505:query_child_last:head:533:KV,noise,192,KV_minus_K_minus_V,0.0228271484375
505:query_child_last:head:533:KV,noise,196,KV_minus_K_minus_V,0.0068359375
513:colon:head:561:KV,noise,0,KV_minus_K_minus_V,0.00396728515625
513:colon:head:561:KV,noise,16,KV_minus_K_minus_V,0.0027008056640625
513:colon:head:561:KV,noise,32,KV_minus_K_minus_V,-0.003570556640625
513:colon:head:561:KV,noise,48,KV_minus_K_minus_V,-0.01445770263671875
513:colon:head:561:KV,noise,56,KV_minus_K_minus_V,0.0104522705078125
513:colon:head:561:KV,noise,64,KV_minus_K_minus_V,0.00042724609375
513:colon:head:561:KV,noise,82,KV_minus_K_minus_V,0.00372314453125
513:colon:head:561:KV,noise,96,KV_minus_K_minus_V,-0.02803802490234375
513:colon:head:561:KV,noise,98,KV_minus_K_minus_V,0.01318359375
513:colon:head:561:KV,noise,102,KV_minus_K_minus_V,0.00878143310546875
513:colon:head:561:KV,noise,116,KV_minus_K_minus_V,-0.019287109375
513:colon:head:561:KV,noise,130,KV_minus_K_minus_V,0.010284423828125
513:colon:head:561:KV,noise,150,KV_minus_K_minus_V,0.00689697265625
513:colon:head:561:KV,noise,154,KV_minus_K_minus_V,0.00872802734375
513:colon:head:561:KV,noise,162,KV_minus_K_minus_V,-0.005615234375
513:colon:head:561:KV,noise,176,KV_minus_K_minus_V,0.002685546875
513:colon:head:561:KV,noise,178,KV_minus_K_minus_V,-0.0005359649658203125
513:colon:head:561:KV,noise,186,KV_minus_K_minus_V,0.00921630859375
513:colon:head:561:KV,noise,192,KV_minus_K_minus_V,-0.00335693359375
513:colon:head:561:KV,noise,196,KV_minus_K_minus_V,-0.00537109375
533:colon:head:561:KV,noise,0,KV_minus_K_minus_V,-0.001251220703125
533:colon:head:561:KV,noise,16,KV_minus_K_minus_V,0.01407623291015625
533:colon:head:561:KV,noise,32,KV_minus_K_minus_V,-0.001220703125
533:colon:head:561:KV,noise,48,KV_minus_K_minus_V,-0.01080322265625
533:colon:head:561:KV,noise,56,KV_minus_K_minus_V,0.0111541748046875
533:colon:head:561:KV,noise,64,KV_minus_K_minus_V,0.0030517578125
533:colon:head:561:KV,noise,82,KV_minus_K_minus_V,-0.01312255859375
533:colon:head:561:KV,noise,96,KV_minus_K_minus_V,-0.0027008056640625
533:colon:head:561:KV,noise,98,KV_minus_K_minus_V,0.01416015625
533:colon:head:561:KV,noise,102,KV_minus_K_minus_V,-0.0022478103637695312
533:colon:head:561:KV,noise,116,KV_minus_K_minus_V,-0.0047607421875
533:colon:head:561:KV,noise,130,KV_minus_K_minus_V,0.000762939453125
533:colon:head:561:KV,noise,150,KV_minus_K_minus_V,0.005035400390625
533:colon:head:561:KV,noise,154,KV_minus_K_minus_V,-0.0147705078125
533:colon:head:561:KV,noise,162,KV_minus_K_minus_V,0.00634765625
533:colon:head:561:KV,noise,176,KV_minus_K_minus_V,0.0010986328125
533:colon:head:561:KV,noise,178,KV_minus_K_minus_V,0.00414276123046875
533:colon:head:561:KV,noise,186,KV_minus_K_minus_V,-0.00714111328125
533:colon:head:561:KV,noise,192,KV_minus_K_minus_V,-0.002197265625
533:colon:head:561:KV,noise,196,KV_minus_K_minus_V,0.00244140625
545:query_is_token:head:594:KV,noise,0,KV_minus_K_minus_V,-0.055908203125
545:query_is_token:head:594:KV,noise,16,KV_minus_K_minus_V,0.22342634201049805
545:query_is_token:head:594:KV,noise,32,KV_minus_K_minus_V,-0.5072708129882812
545:query_is_token:head:594:KV,noise,48,KV_minus_K_minus_V,0.06110382080078125
545:query_is_token:head:594:KV,noise,56,KV_minus_K_minus_V,-0.001800537109375
545:query_is_token:head:594:KV,noise,64,KV_minus_K_minus_V,-0.11138916015625
545:query_is_token:head:594:KV,noise,82,KV_minus_K_minus_V,-0.059722900390625
545:query_is_token:head:594:KV,noise,96,KV_minus_K_minus_V,0.20792388916015625
545:query_is_token:head:594:KV,noise,98,KV_minus_K_minus_V,0.37896728515625
545:query_is_token:head:594:KV,noise,102,KV_minus_K_minus_V,0.28734588623046875
545:query_is_token:head:594:KV,noise,116,KV_minus_K_minus_V,0.36968994140625
545:query_is_token:head:594:KV,noise,130,KV_minus_K_minus_V,0.14769363403320312
545:query_is_token:head:594:KV,noise,150,KV_minus_K_minus_V,-0.04962158203125
545:query_is_token:head:594:KV,noise,154,KV_minus_K_minus_V,0.28350830078125
545:query_is_token:head:594:KV,noise,162,KV_minus_K_minus_V,-0.05126953125
545:query_is_token:head:594:KV,noise,176,KV_minus_K_minus_V,0.010986328125
545:query_is_token:head:594:KV,noise,178,KV_minus_K_minus_V,0.39064693450927734
545:query_is_token:head:594:KV,noise,186,KV_minus_K_minus_V,0.17864990234375
545:query_is_token:head:594:KV,noise,192,KV_minus_K_minus_V,0.186737060546875
545:query_is_token:head:594:KV,noise,196,KV_minus_K_minus_V,0.033203125
545:query_is_token:head:595:KV,noise,0,KV_minus_K_minus_V,-0.070281982421875
545:query_is_token:head:595:KV,noise,16,KV_minus_K_minus_V,-0.045810699462890625
545:query_is_token:head:595:KV,noise,32,KV_minus_K_minus_V,-0.12735366821289062
545:query_is_token:head:595:KV,noise,48,KV_minus_K_minus_V,0.05883026123046875
545:query_is_token:head:595:KV,noise,56,KV_minus_K_minus_V,-0.0899200439453125
545:query_is_token:head:595:KV,noise,64,KV_minus_K_minus_V,-0.00372314453125
545:query_is_token:head:595:KV,noise,82,KV_minus_K_minus_V,-0.117462158203125
545:query_is_token:head:595:KV,noise,96,KV_minus_K_minus_V,0.200653076171875
545:query_is_token:head:595:KV,noise,98,KV_minus_K_minus_V,0.28868865966796875
545:query_is_token:head:595:KV,noise,102,KV_minus_K_minus_V,0.011505126953125
545:query_is_token:head:595:KV,noise,116,KV_minus_K_minus_V,0.1976318359375
545:query_is_token:head:595:KV,noise,130,KV_minus_K_minus_V,0.0382537841796875
545:query_is_token:head:595:KV,noise,150,KV_minus_K_minus_V,-0.005096435546875
545:query_is_token:head:595:KV,noise,154,KV_minus_K_minus_V,0.2908935546875
545:query_is_token:head:595:KV,noise,162,KV_minus_K_minus_V,-0.17333984375
545:query_is_token:head:595:KV,noise,176,KV_minus_K_minus_V,0.21337890625
545:query_is_token:head:595:KV,noise,178,KV_minus_K_minus_V,0.12882614135742188
545:query_is_token:head:595:KV,noise,186,KV_minus_K_minus_V,0.04107666015625
545:query_is_token:head:595:KV,noise,192,KV_minus_K_minus_V,0.213348388671875
545:query_is_token:head:595:KV,noise,196,KV_minus_K_minus_V,0.0419921875
545:query_is_token:head:600:KV,noise,0,KV_minus_K_minus_V,-0.0216064453125
545:query_is_token:head:600:KV,noise,16,KV_minus_K_minus_V,0.0618133544921875
545:query_is_token:head:600:KV,noise,32,KV_minus_K_minus_V,-0.148956298828125
545:query_is_token:head:600:KV,noise,48,KV_minus_K_minus_V,0.005922794342041016
545:query_is_token:head:600:KV,noise,56,KV_minus_K_minus_V,-0.00628662109375
545:query_is_token:head:600:KV,noise,64,KV_minus_K_minus_V,-0.111083984375
545:query_is_token:head:600:KV,noise,82,KV_minus_K_minus_V,0.0618896484375
545:query_is_token:head:600:KV,noise,96,KV_minus_K_minus_V,-0.016571044921875
545:query_is_token:head:600:KV,noise,98,KV_minus_K_minus_V,0.20367431640625
545:query_is_token:head:600:KV,noise,102,KV_minus_K_minus_V,0.042083740234375
545:query_is_token:head:600:KV,noise,116,KV_minus_K_minus_V,0.08856201171875
545:query_is_token:head:600:KV,noise,130,KV_minus_K_minus_V,0.0636444091796875
545:query_is_token:head:600:KV,noise,150,KV_minus_K_minus_V,-0.10516357421875
545:query_is_token:head:600:KV,noise,154,KV_minus_K_minus_V,0.053466796875
545:query_is_token:head:600:KV,noise,162,KV_minus_K_minus_V,-0.02392578125
545:query_is_token:head:600:KV,noise,176,KV_minus_K_minus_V,-0.014892578125
545:query_is_token:head:600:KV,noise,178,KV_minus_K_minus_V,0.05731391906738281
545:query_is_token:head:600:KV,noise,186,KV_minus_K_minus_V,0.25146484375
545:query_is_token:head:600:KV,noise,192,KV_minus_K_minus_V,0.08197021484375
545:query_is_token:head:600:KV,noise,196,KV_minus_K_minus_V,0.005859375
545:query_is_token:head:641:KV,noise,0,KV_minus_K_minus_V,0.037994384765625
545:query_is_token:head:641:KV,noise,16,KV_minus_K_minus_V,0.0215606689453125
545:query_is_token:head:641:KV,noise,32,KV_minus_K_minus_V,0.233856201171875
545:query_is_token:head:641:KV,noise,48,KV_minus_K_minus_V,0.06269454956054688
545:query_is_token:head:641:KV,noise,56,KV_minus_K_minus_V,0.078277587890625
545:query_is_token:head:641:KV,noise,64,KV_minus_K_minus_V,0.05859375
545:query_is_token:head:641:KV,noise,82,KV_minus_K_minus_V,0.00396728515625
545:query_is_token:head:641:KV,noise,96,KV_minus_K_minus_V,0.21045684814453125
545:query_is_token:head:641:KV,noise,98,KV_minus_K_minus_V,0.009521484375
545:query_is_token:head:641:KV,noise,102,KV_minus_K_minus_V,0.2259979248046875
545:query_is_token:head:641:KV,noise,116,KV_minus_K_minus_V,0.0662841796875
545:query_is_token:head:641:KV,noise,130,KV_minus_K_minus_V,0.0469207763671875
545:query_is_token:head:641:KV,noise,150,KV_minus_K_minus_V,0.062164306640625
545:query_is_token:head:641:KV,noise,154,KV_minus_K_minus_V,0.062255859375
545:query_is_token:head:641:KV,noise,162,KV_minus_K_minus_V,0.0654296875
545:query_is_token:head:641:KV,noise,176,KV_minus_K_minus_V,0.113037109375
545:query_is_token:head:641:KV,noise,178,KV_minus_K_minus_V,0.16611289978027344
545:query_is_token:head:641:KV,noise,186,KV_minus_K_minus_V,0.08843994140625
545:query_is_token:head:641:KV,noise,192,KV_minus_K_minus_V,0.16375732421875
545:query_is_token:head:641:KV,noise,196,KV_minus_K_minus_V,0.03759765625
545:query_is_token:head:709:KV,noise,0,KV_minus_K_minus_V,0.0076904296875
545:query_is_token:head:709:KV,noise,16,KV_minus_K_minus_V,0.0126800537109375
545:query_is_token:head:709:KV,noise,32,KV_minus_K_minus_V,0.02939605712890625
545:query_is_token:head:709:KV,noise,48,KV_minus_K_minus_V,-0.00112152099609375
545:query_is_token:head:709:KV,noise,56,KV_minus_K_minus_V,0.006591796875
545:query_is_token:head:709:KV,noise,64,KV_minus_K_minus_V,0.00927734375
545:query_is_token:head:709:KV,noise,82,KV_minus_K_minus_V,0.0228271484375
545:query_is_token:head:709:KV,noise,96,KV_minus_K_minus_V,0.04267120361328125
545:query_is_token:head:709:KV,noise,98,KV_minus_K_minus_V,0.0555419921875
545:query_is_token:head:709:KV,noise,102,KV_minus_K_minus_V,0.1148529052734375
545:query_is_token:head:709:KV,noise,116,KV_minus_K_minus_V,0.00494384765625
545:query_is_token:head:709:KV,noise,130,KV_minus_K_minus_V,0.011566162109375
545:query_is_token:head:709:KV,noise,150,KV_minus_K_minus_V,0.0189208984375
545:query_is_token:head:709:KV,noise,154,KV_minus_K_minus_V,0.10418701171875
545:query_is_token:head:709:KV,noise,162,KV_minus_K_minus_V,-0.036376953125
545:query_is_token:head:709:KV,noise,176,KV_minus_K_minus_V,-0.0296630859375
545:query_is_token:head:709:KV,noise,178,KV_minus_K_minus_V,0.035655975341796875
545:query_is_token:head:709:KV,noise,186,KV_minus_K_minus_V,-0.00445556640625
545:query_is_token:head:709:KV,noise,192,KV_minus_K_minus_V,0.0069580078125
545:query_is_token:head:709:KV,noise,196,KV_minus_K_minus_V,0.02783203125
545:query_mother:head:594:KV,noise,0,KV_minus_K_minus_V,0.074554443359375
545:query_mother:head:594:KV,noise,16,KV_minus_K_minus_V,0.35497283935546875
545:query_mother:head:594:KV,noise,32,KV_minus_K_minus_V,-0.1626129150390625
545:query_mother:head:594:KV,noise,48,KV_minus_K_minus_V,0.06024932861328125
545:query_mother:head:594:KV,noise,56,KV_minus_K_minus_V,0.053924560546875
545:query_mother:head:594:KV,noise,64,KV_minus_K_minus_V,-0.105224609375
545:query_mother:head:594:KV,noise,82,KV_minus_K_minus_V,-0.06084442138671875
545:query_mother:head:594:KV,noise,96,KV_minus_K_minus_V,0.346435546875
545:query_mother:head:594:KV,noise,98,KV_minus_K_minus_V,0.2518157958984375
545:query_mother:head:594:KV,noise,102,KV_minus_K_minus_V,-0.1314849853515625
545:query_mother:head:594:KV,noise,116,KV_minus_K_minus_V,0.5137939453125
545:query_mother:head:594:KV,noise,130,KV_minus_K_minus_V,0.0907440185546875
545:query_mother:head:594:KV,noise,150,KV_minus_K_minus_V,0.030517578125
545:query_mother:head:594:KV,noise,154,KV_minus_K_minus_V,0.0810546875
545:query_mother:head:594:KV,noise,162,KV_minus_K_minus_V,0.151611328125
545:query_mother:head:594:KV,noise,176,KV_minus_K_minus_V,0.0924072265625
545:query_mother:head:594:KV,noise,178,KV_minus_K_minus_V,0.33707427978515625
545:query_mother:head:594:KV,noise,186,KV_minus_K_minus_V,0.768768310546875
545:query_mother:head:594:KV,noise,192,KV_minus_K_minus_V,0.32977294921875
545:query_mother:head:594:KV,noise,196,KV_minus_K_minus_V,0.04248046875
545:query_mother:head:595:KV,noise,0,KV_minus_K_minus_V,-0.007476806640625
545:query_mother:head:595:KV,noise,16,KV_minus_K_minus_V,0.02066802978515625
545:query_mother:head:595:KV,noise,32,KV_minus_K_minus_V,0.035442352294921875
545:query_mother:head:595:KV,noise,48,KV_minus_K_minus_V,0.01946258544921875
545:query_mother:head:595:KV,noise,56,KV_minus_K_minus_V,0.0019073486328125
545:query_mother:head:595:KV,noise,64,KV_minus_K_minus_V,0.0865478515625
545:query_mother:head:595:KV,noise,82,KV_minus_K_minus_V,-0.06229400634765625
545:query_mother:head:595:KV,noise,96,KV_minus_K_minus_V,0.30680084228515625
545:query_mother:head:595:KV,noise,98,KV_minus_K_minus_V,0.121917724609375
545:query_mother:head:595:KV,noise,102,KV_minus_K_minus_V,-0.15771484375
545:query_mother:head:595:KV,noise,116,KV_minus_K_minus_V,0.30352783203125
545:query_mother:head:595:KV,noise,130,KV_minus_K_minus_V,-0.000522613525390625
545:query_mother:head:595:KV,noise,150,KV_minus_K_minus_V,0.002960205078125
545:query_mother:head:595:KV,noise,154,KV_minus_K_minus_V,0.10430908203125
545:query_mother:head:595:KV,noise,162,KV_minus_K_minus_V,-0.0078125
545:query_mother:head:595:KV,noise,176,KV_minus_K_minus_V,0.0933837890625
545:query_mother:head:595:KV,noise,178,KV_minus_K_minus_V,0.22460556030273438
545:query_mother:head:595:KV,noise,186,KV_minus_K_minus_V,0.18597412109375
545:query_mother:head:595:KV,noise,192,KV_minus_K_minus_V,0.256103515625
545:query_mother:head:595:KV,noise,196,KV_minus_K_minus_V,0.0087890625
545:query_mother:head:600:KV,noise,0,KV_minus_K_minus_V,0.0219268798828125
545:query_mother:head:600:KV,noise,16,KV_minus_K_minus_V,-0.00152587890625
545:query_mother:head:600:KV,noise,32,KV_minus_K_minus_V,-0.065826416015625
545:query_mother:head:600:KV,noise,48,KV_minus_K_minus_V,0.01496124267578125
545:query_mother:head:600:KV,noise,56,KV_minus_K_minus_V,-0.0114898681640625
545:query_mother:head:600:KV,noise,64,KV_minus_K_minus_V,-0.12652587890625
545:query_mother:head:600:KV,noise,82,KV_minus_K_minus_V,0.0855712890625
545:query_mother:head:600:KV,noise,96,KV_minus_K_minus_V,-0.02310943603515625
545:query_mother:head:600:KV,noise,98,KV_minus_K_minus_V,0.38421630859375
545:query_mother:head:600:KV,noise,102,KV_minus_K_minus_V,0.00109100341796875
545:query_mother:head:600:KV,noise,116,KV_minus_K_minus_V,0.189483642578125
545:query_mother:head:600:KV,noise,130,KV_minus_K_minus_V,0.061553955078125
545:query_mother:head:600:KV,noise,150,KV_minus_K_minus_V,-0.08270263671875
545:query_mother:head:600:KV,noise,154,KV_minus_K_minus_V,0.097625732421875
545:query_mother:head:600:KV,noise,162,KV_minus_K_minus_V,-0.069091796875
545:query_mother:head:600:KV,noise,176,KV_minus_K_minus_V,0.0025634765625
545:query_mother:head:600:KV,noise,178,KV_minus_K_minus_V,0.0900583267211914
545:query_mother:head:600:KV,noise,186,KV_minus_K_minus_V,0.30072021484375
545:query_mother:head:600:KV,noise,192,KV_minus_K_minus_V,0.0892333984375
545:query_mother:head:600:KV,noise,196,KV_minus_K_minus_V,-0.02880859375
